xflr5 v6.61

Rev 6
T1-12.1 m/s-VLM2-9.1kg-x-0.1m
QInf  =   12.120000 m/s
Alpha =   -7.500000
Beta  =    0.000°
Phi   =    0.000°
Ctrl  =    0.000
CL    =   -0.016140
Cy    =    0.000000
Cd    =    0.019784     ICd   =    0.001857     PCd   =    0.017927
Cl   = -1.80217e-15
Cm   =    0.249301
ICn   =   -0.000000     PCn   =   -0.000000 
XCP   =    4.079263     YCP   =   -0.000000     ZCP   =    2.278465  
XNP   =    0.000000
Bending =    6.745672

Main Wing
  y-span        Chord      Ai         Cl        PCd          ICd        CmGeom    CmAirf@chord/4    XTrtop    XTrBot      XCP       BM
  94       9.462e-02      -1.759e+00       3.951e-02           0.066           0.032           0.997       7.159e-03          0.1813
  95       6.298e-02      -1.759e+00       4.137e-02           0.036           0.032           0.999       6.267e-03          0.0616
  96       3.594e-02      -1.759e+00       4.212e-02          -0.003           0.033           0.999       4.875e-03         -0.1628
  97       1.569e-02      -1.759e+00       4.188e-02          -0.055           0.033           0.998       3.097e-03         -0.6632
  98       3.875e-03      -1.759e+00       4.108e-02          -0.178           0.033           0.984       1.077e-03         -2.6921
Strip 10
  99       2.529e-01      -1.545e+00       1.123e-02           0.212           0.024           0.977       1.107e-03          0.1714
 100       2.452e-01      -1.545e+00       1.282e-02           0.197           0.025           0.980       3.221e-03          0.2446
 101       2.281e-01      -1.545e+00       1.612e-02           0.173           0.027           0.985       5.054e-03          0.2775
 102       2.027e-01      -1.545e+00       2.040e-02           0.152           0.028           0.988       6.469e-03          0.3069
 103       1.713e-01      -1.545e+00       2.499e-02           0.125           0.030           0.992       7.351e-03          0.3047
 104       1.362e-01      -1.545e+00       2.913e-02           0.095           0.031           0.995       7.635e-03          0.2599
 105       1.005e-01      -1.545e+00       3.228e-02           0.066           0.032           0.997       7.309e-03          0.1806
 106       6.687e-02      -1.545e+00       3.427e-02           0.036           0.032           0.999       6.398e-03          0.0607
 107       3.816e-02      -1.544e+00       3.506e-02          -0.003           0.033           0.999       4.978e-03         -0.1641
 108       1.666e-02      -1.544e+00       3.481e-02          -0.055           0.033           0.998       3.162e-03         -0.6653
 109       4.114e-03      -1.545e+00       3.395e-02          -0.178           0.033           0.984       1.099e-03         -2.6970
Strip 11
 110       2.667e-01      -1.343e+00       3.277e-03           0.212           0.024           0.977       1.076e-03          0.1713
 111       2.587e-01      -1.343e+00       4.953e-03           0.197           0.025           0.980       3.131e-03          0.2445
 112       2.406e-01      -1.343e+00       8.431e-03           0.173           0.027           0.985       4.913e-03          0.2772
 113       2.138e-01      -1.343e+00       1.295e-02           0.152           0.028           0.988       6.289e-03          0.3066
 114       1.807e-01      -1.343e+00       1.779e-02           0.125           0.030           0.992       7.146e-03          0.3042
 115       1.437e-01      -1.343e+00       2.216e-02           0.095           0.031           0.995       7.422e-03          0.2593
 116       1.060e-01      -1.343e+00       2.548e-02           0.066           0.032           0.997       7.105e-03          0.1799
 117       7.053e-02      -1.342e+00       2.757e-02           0.036           0.032           0.999       6.220e-03          0.0598
 118       4.025e-02      -1.342e+00       2.841e-02          -0.003           0.033           0.999       4.839e-03         -0.1654
 119       1.757e-02      -1.342e+00       2.814e-02          -0.055           0.033           0.998       3.074e-03         -0.6674
 120       4.339e-03      -1.343e+00       2.724e-02          -0.178           0.033           0.984       1.069e-03         -2.7021
Strip 12
 121       2.792e-01      -1.161e+00      -3.885e-03           0.212           0.024           0.977       9.873e-04          0.1712
 122       2.708e-01      -1.161e+00      -2.130e-03           0.197           0.025           0.980       2.872e-03          0.2444
 123       2.518e-01      -1.161e+00       1.511e-03           0.173           0.027           0.985       4.507e-03          0.2770
 124       2.238e-01      -1.161e+00       6.238e-03           0.152           0.028           0.988       5.770e-03          0.3062
 125       1.891e-01      -1.161e+00       1.131e-02           0.125           0.030           0.992       6.556e-03          0.3038
 126       1.504e-01      -1.161e+00       1.588e-02           0.095           0.031           0.995       6.810e-03          0.2588
 127       1.109e-01      -1.161e+00       1.936e-02           0.066           0.032           0.997       6.519e-03          0.1792
 128       7.383e-02      -1.161e+00       2.155e-02           0.036           0.032           0.999       5.707e-03          0.0590
 129       4.213e-02      -1.161e+00       2.243e-02          -0.003           0.033           0.999       4.439e-03         -0.1665
 130       1.839e-02      -1.161e+00       2.215e-02          -0.055           0.033           0.998       2.821e-03         -0.6692
 131       4.542e-03      -1.161e+00       2.120e-02          -0.178           0.033           0.984       9.804e-04         -2.7064
Strip 13
 132       2.898e-01      -1.007e+00      -9.975e-03           0.212           0.024           0.977       8.410e-04          0.1712
 133       2.811e-01      -1.007e+00      -8.153e-03           0.197           0.025           0.980       2.447e-03          0.2442
 134       2.614e-01      -1.006e+00      -4.374e-03           0.173           0.027           0.985       3.840e-03          0.2768
 135       2.323e-01      -1.006e+00       5.324e-04           0.152           0.028           0.988       4.915e-03          0.3059
 136       1.963e-01      -1.006e+00       5.796e-03           0.125           0.030           0.992       5.585e-03          0.3034
 137       1.561e-01      -1.006e+00       1.054e-02           0.095           0.031           0.995       5.801e-03          0.2584
 138       1.151e-01      -1.006e+00       1.415e-02           0.066           0.032           0.997       5.553e-03          0.1788
 139       7.663e-02      -1.006e+00       1.642e-02           0.036           0.032           0.999       4.861e-03          0.0586
 140       4.373e-02      -1.006e+00       1.734e-02          -0.003           0.033           0.999       3.782e-03         -0.1671
 141       1.909e-02      -1.006e+00       1.704e-02          -0.055           0.033           0.998       2.403e-03         -0.6703
 142       4.715e-03      -1.006e+00       1.606e-02          -0.178           0.033           0.984       8.352e-04         -2.7090
Strip 14
 143       2.981e-01      -8.851e-01      -1.476e-02           0.212           0.024           0.977       6.429e-04          0.1710
 144       2.892e-01      -8.851e-01      -1.289e-02           0.197           0.025           0.980       1.870e-03          0.2440
 145       2.689e-01      -8.850e-01      -8.998e-03           0.173           0.027           0.985       2.935e-03          0.2764
 146       2.390e-01      -8.849e-01      -3.950e-03           0.152           0.028           0.988       3.757e-03          0.3055
 147       2.019e-01      -8.848e-01       1.465e-03           0.125           0.030           0.992       4.269e-03          0.3031
 148       1.606e-01      -8.847e-01       6.344e-03           0.095           0.031           0.995       4.435e-03          0.2581
 149       1.185e-01      -8.846e-01       1.006e-02           0.066           0.032           0.997       4.245e-03          0.1787
 150       7.884e-02      -8.846e-01       1.240e-02           0.036           0.032           0.999       3.716e-03          0.0585
 151       4.499e-02      -8.846e-01       1.334e-02          -0.003           0.033           0.999       2.891e-03         -0.1671
 152       1.964e-02      -8.846e-01       1.304e-02          -0.055           0.033           0.998       1.837e-03         -0.6702
 153       4.850e-03      -8.846e-01       1.203e-02          -0.178           0.033           0.984       6.384e-04         -2.7090
Strip 15
 154       3.039e-01      -8.014e-01      -1.806e-02           0.212           0.024           0.977       4.035e-04          0.1707
 155       2.947e-01      -8.014e-01      -1.615e-02           0.197           0.025           0.980       1.174e-03          0.2434
 156       2.741e-01      -8.013e-01      -1.218e-02           0.173           0.027           0.985       1.842e-03          0.2757
 157       2.436e-01      -8.012e-01      -7.038e-03           0.152           0.028           0.988       2.358e-03          0.3048
 158       2.058e-01      -8.011e-01      -1.518e-03           0.125           0.030           0.992       2.680e-03          0.3026
 159       1.637e-01      -8.010e-01       3.455e-03           0.095           0.031           0.995       2.783e-03          0.2579
 160       1.207e-01      -8.010e-01       7.245e-03           0.066           0.032           0.997       2.664e-03          0.1788
 161       8.036e-02      -8.009e-01       9.625e-03           0.036           0.032           0.999       2.332e-03          0.0589
 162       4.585e-02      -8.009e-01       1.058e-02          -0.003           0.033           0.999       1.814e-03         -0.1663
 163       2.002e-02      -8.009e-01       1.028e-02          -0.055           0.033           0.998       1.153e-03         -0.6690
 164       4.944e-03      -8.009e-01       9.247e-03          -0.178           0.033           0.984       4.007e-04         -2.7063
Strip 16
 165       3.068e-01      -7.588e-01      -1.974e-02           0.212           0.024           0.977       1.376e-04          0.1696
 166       2.976e-01      -7.587e-01      -1.781e-02           0.197           0.025           0.980       4.002e-04          0.2421
 167       2.767e-01      -7.587e-01      -1.381e-02           0.173           0.027           0.985       6.280e-04          0.2748
 168       2.460e-01      -7.586e-01      -8.612e-03           0.152           0.028           0.988       8.040e-04          0.3043
 169       2.078e-01      -7.585e-01      -3.039e-03           0.125           0.030           0.992       9.135e-04          0.3024
 170       1.653e-01      -7.584e-01       1.982e-03           0.095           0.031           0.995       9.489e-04          0.2579
 171       1.219e-01      -7.583e-01       5.809e-03           0.066           0.032           0.997       9.083e-04          0.1788
 172       8.113e-02      -7.583e-01       8.211e-03           0.036           0.032           0.999       7.951e-04          0.0591
 173       4.629e-02      -7.583e-01       9.178e-03          -0.003           0.033           0.999       6.186e-04         -0.1659
 174       2.021e-02      -7.583e-01       8.869e-03          -0.055           0.033           0.998       3.930e-04         -0.6680
 175       4.991e-03      -7.583e-01       7.830e-03          -0.178           0.033           0.984       1.366e-04         -2.7026
Strip 17
 176       3.075e-01      -7.123e-01      -2.016e-02           0.212           0.000           0.977       4.571e-04          0.1709
 177       2.983e-01      -7.122e-01      -1.823e-02           0.197           0.000           0.980       1.330e-03          0.2436
 178       2.774e-01      -7.122e-01      -1.422e-02           0.173           0.000           0.985       2.087e-03          0.2760
 179       2.466e-01      -7.121e-01      -9.009e-03           0.152           0.000           0.988       2.671e-03          0.3052
 180       2.083e-01      -7.120e-01      -3.423e-03           0.125           0.000           0.992       3.034e-03          0.3030
 181       1.657e-01      -7.119e-01       1.610e-03           0.095           0.000           0.995       3.151e-03          0.2582
 182       1.222e-01      -7.119e-01       5.446e-03           0.066           0.000           0.998       3.016e-03          0.1788
 183       8.133e-02      -7.118e-01       7.855e-03           0.036          -0.000           0.999       2.640e-03          0.0585
 184       4.640e-02      -7.118e-01       8.824e-03          -0.003          -0.000           1.000       2.054e-03         -0.1673
 185       2.026e-02      -7.118e-01       8.514e-03          -0.055          -0.000           0.998       1.305e-03         -0.6707
 186       5.003e-03      -7.118e-01       7.472e-03          -0.178          -0.000           0.984       4.536e-04         -2.7100
Strip 18
 187       3.075e-01      -5.831e-01      -2.016e-02           0.212           0.000           0.977       1.197e-03          0.1717
 188       2.983e-01      -5.830e-01      -1.823e-02           0.197           0.000           0.980       3.481e-03          0.2448
 189       2.774e-01      -5.830e-01      -1.422e-02           0.173           0.000           0.985       5.463e-03          0.2773
 190       2.466e-01      -5.829e-01      -9.010e-03           0.152           0.000           0.988       6.992e-03          0.3062
 191       2.083e-01      -5.828e-01      -3.424e-03           0.125           0.000           0.992       7.944e-03          0.3034
 192       1.657e-01      -5.828e-01       1.610e-03           0.095           0.000           0.995       8.250e-03          0.2579
 193       1.222e-01      -5.827e-01       5.446e-03           0.066           0.000           0.998       7.897e-03          0.1778
 194       8.133e-02      -5.827e-01       7.855e-03           0.036          -0.000           0.999       6.913e-03          0.0569
 195       4.640e-02      -5.827e-01       8.824e-03          -0.003          -0.000           1.000       5.378e-03         -0.1697
 196       2.026e-02      -5.827e-01       8.514e-03          -0.055          -0.000           0.998       3.417e-03         -0.6747
 197       5.003e-03      -5.827e-01       7.473e-03          -0.178          -0.000           0.984       1.188e-03         -2.7197
Strip 19
 198       3.075e-01      -3.740e-01      -2.016e-02           0.212           0.000           0.977       1.479e-03          0.1718
 199       2.983e-01      -3.740e-01      -1.823e-02           0.197           0.000           0.980       4.303e-03          0.2450
 200       2.774e-01      -3.739e-01      -1.422e-02           0.173           0.000           0.985       6.752e-03          0.2774
 201       2.466e-01      -3.739e-01      -9.011e-03           0.152           0.000           0.988       8.643e-03          0.3063
 202       2.083e-01      -3.739e-01      -3.424e-03           0.125           0.000           0.992       9.819e-03          0.3033
 203       1.657e-01      -3.738e-01       1.610e-03           0.095           0.000           0.995       1.020e-02          0.2576
 204       1.222e-01      -3.738e-01       5.446e-03           0.066           0.000           0.998       9.761e-03          0.1772
 205       8.133e-02      -3.738e-01       7.855e-03           0.036          -0.000           0.999       8.545e-03          0.0559
 206       4.640e-02      -3.737e-01       8.824e-03          -0.003          -0.000           1.000       6.647e-03         -0.1712
 207       2.026e-02      -3.737e-01       8.515e-03          -0.055          -0.000           0.998       4.223e-03         -0.6771
 208       5.003e-03      -3.738e-01       7.473e-03          -0.178          -0.000           0.984       1.468e-03         -2.7254
Strip 20
 209       3.075e-01      -1.649e-01      -2.016e-02           0.212           0.000           0.977       1.197e-03          0.1719
 210       2.983e-01      -1.649e-01      -1.823e-02           0.197           0.000           0.980       3.481e-03          0.2451
 211       2.774e-01      -1.649e-01      -1.422e-02           0.173           0.000           0.985       5.463e-03          0.2774
 212       2.466e-01      -1.649e-01      -9.011e-03           0.152           0.000           0.988       6.992e-03          0.3062
 213       2.083e-01      -1.649e-01      -3.425e-03           0.125           0.000           0.992       7.944e-03          0.3032
 214       1.657e-01      -1.648e-01       1.609e-03           0.095           0.000           0.995       8.250e-03          0.2574
 215       1.222e-01      -1.648e-01       5.446e-03           0.066           0.000           0.998       7.897e-03          0.1769
 216       8.133e-02      -1.648e-01       7.855e-03           0.036          -0.000           0.999       6.913e-03          0.0555
 217       4.640e-02      -1.648e-01       8.824e-03          -0.003          -0.000           1.000       5.378e-03         -0.1717
 218       2.026e-02      -1.648e-01       8.515e-03          -0.055          -0.000           0.998       3.417e-03         -0.6781
 219       5.003e-03      -1.648e-01       7.473e-03          -0.178          -0.000           0.984       1.188e-03         -2.7278
Strip 21
 220       3.075e-01      -3.571e-02      -2.016e-02           0.212           0.000           0.977       4.571e-04          0.1719
 221       2.983e-01      -3.571e-02      -1.823e-02           0.197           0.000           0.980       1.330e-03          0.2451
 222       2.774e-01      -3.571e-02      -1.422e-02           0.173           0.000           0.985       2.087e-03          0.2774
 223       2.466e-01      -3.570e-02      -9.012e-03           0.152           0.000           0.988       2.671e-03          0.3062
 224       2.083e-01      -3.570e-02      -3.425e-03           0.125           0.000           0.992       3.034e-03          0.3032
 225       1.657e-01      -3.570e-02       1.609e-03           0.095           0.000           0.995       3.151e-03          0.2574
 226       1.222e-01      -3.569e-02       5.445e-03           0.066           0.000           0.998       3.016e-03          0.1769
 227       8.133e-02      -3.569e-02       7.855e-03           0.036          -0.000           0.999       2.640e-03          0.0555
 228       4.640e-02      -3.569e-02       8.824e-03          -0.003          -0.000           1.000       2.054e-03         -0.1718
 229       2.026e-02      -3.569e-02       8.515e-03          -0.055          -0.000           0.998       1.305e-03         -0.6783
 230       5.003e-03      -3.569e-02       7.473e-03          -0.178          -0.000           0.984       4.536e-04         -2.7283
Strip 22
 231       3.075e-01       3.571e-02      -2.016e-02           0.212          -0.000           0.977       4.571e-04          0.1719
 232       2.983e-01       3.571e-02      -1.823e-02           0.197          -0.000           0.980       1.330e-03          0.2451
 233       2.774e-01       3.571e-02      -1.422e-02           0.173          -0.000           0.985       2.087e-03          0.2774
 234       2.466e-01       3.570e-02      -9.012e-03           0.152          -0.000           0.988       2.671e-03          0.3062
 235       2.083e-01       3.570e-02      -3.425e-03           0.125          -0.000           0.992       3.034e-03          0.3032
 236       1.657e-01       3.570e-02       1.609e-03           0.095          -0.000           0.995       3.151e-03          0.2574
 237       1.222e-01       3.569e-02       5.445e-03           0.066          -0.000           0.998       3.016e-03          0.1769
 238       8.133e-02       3.569e-02       7.855e-03           0.036           0.000           0.999       2.640e-03          0.0555
 239       4.640e-02       3.569e-02       8.824e-03          -0.003           0.000           1.000       2.054e-03         -0.1718
 240       2.026e-02       3.569e-02       8.515e-03          -0.055           0.000           0.998       1.305e-03         -0.6783
 241       5.003e-03       3.569e-02       7.473e-03          -0.178           0.000           0.984       4.536e-04         -2.7283
Strip 23
 242       3.075e-01       1.649e-01      -2.016e-02           0.212          -0.000           0.977       1.197e-03          0.1719
 243       2.983e-01       1.649e-01      -1.823e-02           0.197          -0.000           0.980       3.481e-03          0.2451
 244       2.774e-01       1.649e-01      -1.422e-02           0.173          -0.000           0.985       5.463e-03          0.2774
 245       2.466e-01       1.649e-01      -9.011e-03           0.152          -0.000           0.988       6.992e-03          0.3062
 246       2.083e-01       1.649e-01      -3.425e-03           0.125          -0.000           0.992       7.944e-03          0.3032
 247       1.657e-01       1.648e-01       1.609e-03           0.095          -0.000           0.995       8.250e-03          0.2574
 248       1.222e-01       1.648e-01       5.446e-03           0.066          -0.000           0.998       7.897e-03          0.1769
 249       8.133e-02       1.648e-01       7.855e-03           0.036           0.000           0.999       6.913e-03          0.0555
 250       4.640e-02       1.648e-01       8.824e-03          -0.003           0.000           1.000       5.378e-03         -0.1717
 251       2.026e-02       1.648e-01       8.515e-03          -0.055           0.000           0.998       3.417e-03         -0.6781
 252       5.003e-03       1.648e-01       7.473e-03          -0.178           0.000           0.984       1.188e-03         -2.7278
Strip 24
 253       3.075e-01       3.740e-01      -2.016e-02           0.212          -0.000           0.977       1.479e-03          0.1718
 254       2.983e-01       3.740e-01      -1.823e-02           0.197          -0.000           0.980       4.303e-03          0.2450
 255       2.774e-01       3.739e-01      -1.422e-02           0.173          -0.000           0.985       6.752e-03          0.2774
 256       2.466e-01       3.739e-01      -9.011e-03           0.152          -0.000           0.988       8.643e-03          0.3063
 257       2.083e-01       3.739e-01      -3.424e-03           0.125          -0.000           0.992       9.819e-03          0.3033
 258       1.657e-01       3.738e-01       1.610e-03           0.095          -0.000           0.995       1.020e-02          0.2576
 259       1.222e-01       3.738e-01       5.446e-03           0.066          -0.000           0.998       9.761e-03          0.1772
 260       8.133e-02       3.738e-01       7.855e-03           0.036           0.000           0.999       8.545e-03          0.0559
 261       4.640e-02       3.737e-01       8.824e-03          -0.003           0.000           1.000       6.647e-03         -0.1712
 262       2.026e-02       3.737e-01       8.515e-03          -0.055           0.000           0.998       4.223e-03         -0.6771
 263       5.003e-03       3.738e-01       7.473e-03          -0.178           0.000           0.984       1.468e-03         -2.7254
Strip 25
 264       3.075e-01       5.831e-01      -2.016e-02           0.212          -0.000           0.977       1.197e-03          0.1717
 265       2.983e-01       5.830e-01      -1.823e-02           0.197          -0.000           0.980       3.481e-03          0.2448
 266       2.774e-01       5.830e-01      -1.422e-02           0.173          -0.000           0.985       5.463e-03          0.2773
 267       2.466e-01       5.829e-01      -9.010e-03           0.152          -0.000           0.988       6.992e-03          0.3062
 268       2.083e-01       5.828e-01      -3.424e-03           0.125          -0.000           0.992       7.944e-03          0.3034
 269       1.657e-01       5.828e-01       1.610e-03           0.095          -0.000           0.995       8.250e-03          0.2579
 270       1.222e-01       5.827e-01       5.446e-03           0.066          -0.000           0.998       7.897e-03          0.1778
 271       8.133e-02       5.827e-01       7.855e-03           0.036           0.000           0.999       6.913e-03          0.0569
 272       4.640e-02       5.827e-01       8.824e-03          -0.003           0.000           1.000       5.378e-03         -0.1697
 273       2.026e-02       5.827e-01       8.514e-03          -0.055           0.000           0.998       3.417e-03         -0.6747
 274       5.003e-03       5.827e-01       7.473e-03          -0.178           0.000           0.984       1.188e-03         -2.7197
Strip 26
 275       3.075e-01       7.123e-01      -2.016e-02           0.212          -0.000           0.977       4.571e-04          0.1709
 276       2.983e-01       7.122e-01      -1.823e-02           0.197          -0.000           0.980       1.330e-03          0.2436
 277       2.774e-01       7.122e-01      -1.422e-02           0.173          -0.000           0.985       2.087e-03          0.2760
 278       2.466e-01       7.121e-01      -9.009e-03           0.152          -0.000           0.988       2.671e-03          0.3052
 279       2.083e-01       7.120e-01      -3.423e-03           0.125          -0.000           0.992       3.034e-03          0.3030
 280       1.657e-01       7.119e-01       1.610e-03           0.095          -0.000           0.995       3.151e-03          0.2582
 281       1.222e-01       7.119e-01       5.446e-03           0.066          -0.000           0.998       3.016e-03          0.1788
 282       8.133e-02       7.118e-01       7.855e-03           0.036           0.000           0.999       2.640e-03          0.0585
 283       4.640e-02       7.118e-01       8.824e-03          -0.003           0.000           1.000       2.054e-03         -0.1673
 284       2.026e-02       7.118e-01       8.514e-03          -0.055           0.000           0.998       1.305e-03         -0.6707
 285       5.003e-03       7.118e-01       7.472e-03          -0.178           0.000           0.984       4.536e-04         -2.7100
Strip 27
 286       3.068e-01       7.588e-01      -1.974e-02           0.212          -0.024           0.977       1.376e-04          0.1696
 287       2.976e-01       7.587e-01      -1.781e-02           0.197          -0.025           0.980       4.002e-04          0.2421
 288       2.767e-01       7.587e-01      -1.381e-02           0.173          -0.027           0.985       6.280e-04          0.2748
 289       2.460e-01       7.586e-01      -8.612e-03           0.152          -0.028           0.988       8.040e-04          0.3043
 290       2.078e-01       7.585e-01      -3.039e-03           0.125          -0.030           0.992       9.135e-04          0.3024
 291       1.653e-01       7.584e-01       1.982e-03           0.095          -0.031           0.995       9.489e-04          0.2579
 292       1.219e-01       7.583e-01       5.809e-03           0.066          -0.032           0.997       9.083e-04          0.1788
 293       8.113e-02       7.583e-01       8.211e-03           0.036          -0.032           0.999       7.951e-04          0.0591
 294       4.629e-02       7.583e-01       9.178e-03          -0.003          -0.033           0.999       6.186e-04         -0.1659
 295       2.021e-02       7.583e-01       8.869e-03          -0.055          -0.033           0.998       3.930e-04         -0.6680
 296       4.991e-03       7.583e-01       7.830e-03          -0.178          -0.033           0.984       1.366e-04         -2.7026
Strip 28
 297       3.039e-01       8.014e-01      -1.806e-02           0.212          -0.024           0.977       4.035e-04          0.1707
 298       2.947e-01       8.014e-01      -1.615e-02           0.197          -0.025           0.980       1.174e-03          0.2434
 299       2.741e-01       8.013e-01      -1.218e-02           0.173          -0.027           0.985       1.842e-03          0.2757
 300       2.436e-01       8.012e-01      -7.038e-03           0.152          -0.028           0.988       2.358e-03          0.3048
 301       2.058e-01       8.011e-01      -1.518e-03           0.125          -0.030           0.992       2.680e-03          0.3026
 302       1.637e-01       8.010e-01       3.455e-03           0.095          -0.031           0.995       2.783e-03          0.2579
 303       1.207e-01       8.010e-01       7.245e-03           0.066          -0.032           0.997       2.664e-03          0.1788
 304       8.036e-02       8.009e-01       9.625e-03           0.036          -0.032           0.999       2.332e-03          0.0589
 305       4.585e-02       8.009e-01       1.058e-02          -0.003          -0.033           0.999       1.814e-03         -0.1663
 306       2.002e-02       8.009e-01       1.028e-02          -0.055          -0.033           0.998       1.153e-03         -0.6690
 307       4.944e-03       8.009e-01       9.247e-03          -0.178          -0.033           0.984       4.007e-04         -2.7063
Strip 29
 308       2.981e-01       8.851e-01      -1.476e-02           0.212          -0.024           0.977       6.429e-04          0.1710
 309       2.892e-01       8.851e-01      -1.289e-02           0.197          -0.025           0.980       1.870e-03          0.2440
 310       2.689e-01       8.850e-01      -8.998e-03           0.173          -0.027           0.985       2.935e-03          0.2764
 311       2.390e-01       8.849e-01      -3.950e-03           0.152          -0.028           0.988       3.757e-03          0.3055
 312       2.019e-01       8.848e-01       1.465e-03           0.125          -0.030           0.992       4.269e-03          0.3031
 313       1.606e-01       8.847e-01       6.344e-03           0.095          -0.031           0.995       4.435e-03          0.2581
 314       1.185e-01       8.846e-01       1.006e-02           0.066          -0.032           0.997       4.245e-03          0.1787
 315       7.884e-02       8.846e-01       1.240e-02           0.036          -0.032           0.999       3.716e-03          0.0585
 316       4.499e-02       8.846e-01       1.334e-02          -0.003          -0.033           0.999       2.891e-03         -0.1671
 317       1.964e-02       8.846e-01       1.304e-02          -0.055          -0.033           0.998       1.837e-03         -0.6702
 318       4.850e-03       8.846e-01       1.203e-02          -0.178          -0.033           0.984       6.384e-04         -2.7090
Strip 30
 319       2.898e-01       1.007e+00      -9.975e-03           0.212          -0.024           0.977       8.410e-04          0.1712
 320       2.811e-01       1.007e+00      -8.153e-03           0.197          -0.025           0.980       2.447e-03          0.2442
 321       2.614e-01       1.006e+00      -4.374e-03           0.173          -0.027           0.985       3.840e-03          0.2768
 322       2.323e-01       1.006e+00       5.324e-04           0.152          -0.028           0.988       4.915e-03          0.3059
 323       1.963e-01       1.006e+00       5.796e-03           0.125          -0.030           0.992       5.585e-03          0.3034
 324       1.561e-01       1.006e+00       1.054e-02           0.095          -0.031           0.995       5.801e-03          0.2584
 325       1.151e-01       1.006e+00       1.415e-02           0.066          -0.032           0.997       5.553e-03          0.1788
 326       7.663e-02       1.006e+00       1.642e-02           0.036          -0.032           0.999       4.861e-03          0.0586
 327       4.373e-02       1.006e+00       1.734e-02          -0.003          -0.033           0.999       3.782e-03         -0.1671
 328       1.909e-02       1.006e+00       1.704e-02          -0.055          -0.033           0.998       2.403e-03         -0.6703
 329       4.715e-03       1.006e+00       1.606e-02          -0.178          -0.033           0.984       8.352e-04         -2.7090
Strip 31
 330       2.792e-01       1.161e+00      -3.885e-03           0.212          -0.024           0.977       9.873e-04          0.1712
 331       2.708e-01       1.161e+00      -2.130e-03           0.197          -0.025           0.980       2.872e-03          0.2444
 332       2.518e-01       1.161e+00       1.511e-03           0.173          -0.027           0.985       4.507e-03          0.2770
 333       2.238e-01       1.161e+00       6.238e-03           0.152          -0.028           0.988       5.770e-03          0.3062
 334       1.891e-01       1.161e+00       1.131e-02           0.125          -0.030           0.992       6.556e-03          0.3038
 335       1.504e-01       1.161e+00       1.588e-02           0.095          -0.031           0.995       6.810e-03          0.2588
 336       1.109e-01       1.161e+00       1.936e-02           0.066          -0.032           0.997       6.519e-03          0.1792
 337       7.383e-02       1.161e+00       2.155e-02           0.036          -0.032           0.999       5.707e-03          0.0590
 338       4.213e-02       1.161e+00       2.243e-02          -0.003          -0.033           0.999       4.439e-03         -0.1665
 339       1.839e-02       1.161e+00       2.215e-02          -0.055          -0.033           0.998       2.821e-03         -0.6692
 340       4.542e-03       1.161e+00       2.120e-02          -0.178          -0.033           0.984       9.804e-04         -2.7064
Strip 32
 341       2.667e-01       1.343e+00       3.277e-03           0.212          -0.024           0.977       1.076e-03          0.1713
 342       2.587e-01       1.343e+00       4.953e-03           0.197          -0.025           0.980       3.131e-03          0.2445
 343       2.406e-01       1.343e+00       8.431e-03           0.173          -0.027           0.985       4.913e-03          0.2772
 344       2.138e-01       1.343e+00       1.295e-02           0.152          -0.028           0.988       6.289e-03          0.3066
 345       1.807e-01       1.343e+00       1.779e-02           0.125          -0.030           0.992       7.146e-03          0.3042
 346       1.437e-01       1.343e+00       2.216e-02           0.095          -0.031           0.995       7.422e-03          0.2593
 347       1.060e-01       1.343e+00       2.548e-02           0.066          -0.032           0.997       7.105e-03          0.1799
 348       7.053e-02       1.342e+00       2.757e-02           0.036          -0.032           0.999       6.220e-03          0.0598
 349       4.025e-02       1.342e+00       2.841e-02          -0.003          -0.033           0.999       4.839e-03         -0.1654
 350       1.757e-02       1.342e+00       2.814e-02          -0.055          -0.033           0.998       3.074e-03         -0.6674
 351       4.339e-03       1.343e+00       2.724e-02          -0.178          -0.033           0.984       1.069e-03         -2.7021
Strip 33
 352       2.529e-01       1.545e+00       1.123e-02           0.212          -0.024           0.977       1.107e-03          0.1714
 353       2.452e-01       1.545e+00       1.282e-02           0.197          -0.025           0.980       3.221e-03          0.2446
 354       2.281e-01       1.545e+00       1.612e-02           0.173          -0.027           0.985       5.054e-03          0.2775
 355       2.027e-01       1.545e+00       2.040e-02           0.152          -0.028           0.988       6.469e-03          0.3069
 356       1.713e-01       1.545e+00       2.499e-02           0.125          -0.030           0.992       7.351e-03          0.3047
 357       1.362e-01       1.545e+00       2.913e-02           0.095          -0.031           0.995       7.635e-03          0.2599
 358       1.005e-01       1.545e+00       3.228e-02           0.066          -0.032           0.997       7.309e-03          0.1806
 359       6.687e-02       1.545e+00       3.427e-02           0.036          -0.032           0.999       6.398e-03          0.0607
 360       3.816e-02       1.544e+00       3.506e-02          -0.003          -0.033           0.999       4.978e-03         -0.1641
 361       1.666e-02       1.544e+00       3.481e-02          -0.055          -0.033           0.998       3.162e-03         -0.6653
 362       4.114e-03       1.545e+00       3.395e-02          -0.178          -0.033           0.984       1.099e-03         -2.6970
Strip 34
 363       2.381e-01       1.759e+00       1.968e-02           0.212          -0.024           0.977       1.084e-03          0.1714
